DATE,BUSLOANS
1955-12-01,26.7161
1956-01-01,27.1736
1956-02-01,27.6564
1956-03-01,28.5289
1956-04-01,29.2850
1956-05-01,29.6299
1956-06-01,30.2630
1956-07-01,30.7252
1956-08-01,31.0855
1956-09-01,31.4451
1956-10-01,31.8895
1956-11-01,32.2609
1956-12-01,32.4730
1957-01-01,32.6870
1957-02-01,32.6895
1957-03-01,33.0407
1957-04-01,33.3856
1957-05-01,33.6362
1957-06-01,34.0596
1957-07-01,34.3749
1957-08-01,34.5961
1957-09-01,34.5474
1957-10-01,34.4197
1957-11-01,34.3325
1957-12-01,33.8853
1958-01-01,34.6988
1958-02-01,34.8623
1958-03-01,34.7528
1958-04-01,34.5718
1958-05-01,34.4375
1958-06-01,34.2718
1958-07-01,34.1831
1958-08-01,34.3612
1958-09-01,34.5237
1958-10-01,34.7518
1958-11-01,34.9156
1958-12-01,34.9489
1959-01-01,35.2130
1959-02-01,35.2201
1959-03-01,35.1304
1959-04-01,35.5581
1959-05-01,36.3064
1959-06-01,37.1404
1959-07-01,37.6645
1959-08-01,38.0890
1959-09-01,38.2605
1959-10-01,38.4113
1959-11-01,38.6978
1959-12-01,39.2932
1960-01-01,39.6291
1960-02-01,39.7872
1960-03-01,40.0180
1960-04-01,40.5152
1960-05-01,40.8926
1960-06-01,41.3564
1960-07-01,41.3958
1960-08-01,41.3249
1960-09-01,41.4006
1960-10-01,41.5247
1960-11-01,41.6827
1960-12-01,42.1051
1961-01-01,42.0358
1961-02-01,41.9503
1961-03-01,42.0518
1961-04-01,42.2127
1961-05-01,42.1342
1961-06-01,42.4519
1961-07-01,42.5813
1961-08-01,42.6567
1961-09-01,42.7707
1961-10-01,42.9778
1961-11-01,43.1337
1961-12-01,43.7997
1962-01-01,43.9853
1962-02-01,43.8688
1962-03-01,44.1012
1962-04-01,44.5398
1962-05-01,44.8413
1962-06-01,45.5419
1962-07-01,45.7268
1962-08-01,45.9234
1962-09-01,46.3736
1962-10-01,46.8487
1962-11-01,47.1998
1962-12-01,47.4376
1963-01-01,47.6623
1963-02-01,47.8294
1963-03-01,47.9739
1963-04-01,48.3917
1963-05-01,48.6490
1963-06-01,49.2469
1963-07-01,49.4664
1963-08-01,49.4768
1963-09-01,49.8225
1963-10-01,50.4111
1963-11-01,51.2382
1963-12-01,52.1741
1964-01-01,52.4186
1964-02-01,52.5482
1964-03-01,52.7139
1964-04-01,53.2290
1964-05-01,53.7445
1964-06-01,54.2937
1964-07-01,54.7159
1964-08-01,55.1046
1964-09-01,55.7749
1964-10-01,56.2908
1964-11-01,56.8628
1964-12-01,58.3481
1965-01-01,59.2410
1965-02-01,60.0693
1965-03-01,61.1489
1965-04-01,62.1331
1965-05-01,62.9250
1965-06-01,64.1511
1965-07-01,64.8904
1965-08-01,65.4792
1965-09-01,66.3883
1965-10-01,67.0500
1965-11-01,67.7540
1965-12-01,69.1577
1966-01-01,69.9831
1966-02-01,70.6830
1966-03-01,71.5210
1966-04-01,72.3728
1966-05-01,73.3273
1966-06-01,75.3919
1966-07-01,76.7826
1966-08-01,76.9939
1966-09-01,77.4883
1966-10-01,78.0104
1966-11-01,78.3726
1966-12-01,78.9760
1967-01-01,79.2740
1967-02-01,79.5580
1967-03-01,80.1231
1967-04-01,81.1850
1967-05-01,81.6022
1967-06-01,82.6929
1967-07-01,83.7351
1967-08-01,83.5123
1967-09-01,83.7365
1967-10-01,84.1043
1967-11-01,84.5959
1967-12-01,86.1397
1968-01-01,86.5509
1968-02-01,86.5981
1968-03-01,87.1140
1968-04-01,88.4210
1968-05-01,88.9726
1968-06-01,89.9295
1968-07-01,91.0358
1968-08-01,91.2381
1968-09-01,91.8452
1968-10-01,92.8125
1968-11-01,94.4700
1968-12-01,96.2065
1969-01-01,97.1481
1969-02-01,98.2963
1969-03-01,99.2383
1969-04-01,100.7715
1969-05-01,101.9454
1969-06-01,102.5404
1969-07-01,103.0557
1969-08-01,103.3067
1969-09-01,103.8176
1969-10-01,104.3372
1969-11-01,105.1854
1969-12-01,106.5979
1970-01-01,106.2979
1970-02-01,105.6953
1970-03-01,105.4128
1970-04-01,105.6766
1970-05-01,106.0118
1970-06-01,106.8358
1970-07-01,107.6770
1970-08-01,108.5407
1970-09-01,109.5289
1970-10-01,109.7740
1970-11-01,110.1744
1970-12-01,111.3578
1971-01-01,111.5479
1971-02-01,111.8951
1971-03-01,111.9877
1971-04-01,112.1496
1971-05-01,113.0615
1971-06-01,114.1265
1971-07-01,114.3772
1971-08-01,115.6802
1971-09-01,116.6745
1971-10-01,117.2680
1971-11-01,117.8104
1971-12-01,117.7961
1972-01-01,118.1645
1972-02-01,118.8982
1972-03-01,119.6910
1972-04-01,121.2319
1972-05-01,122.6920
1972-06-01,123.7672
1972-07-01,124.6817
1972-08-01,126.0083
1972-09-01,126.9574
1972-10-01,129.0908
1972-11-01,131.5901
1972-12-01,133.1093
1973-01-01,135.4135
1973-02-01,140.7983
1973-03-01,144.9576
1973-04-01,147.5343
1973-05-01,149.9659
1973-06-01,152.8292
1973-07-01,155.3291
1973-08-01,158.0681
1973-09-01,158.5066
1973-10-01,159.1694
1973-11-01,159.9353
1973-12-01,161.2113
1974-01-01,163.0226
1974-02-01,164.7720
1974-03-01,168.8168
1974-04-01,174.9909
1974-05-01,177.6309
1974-06-01,180.1082
1974-07-01,183.9873
1974-08-01,186.3819
1974-09-01,187.9941
1974-10-01,189.2302
1974-11-01,190.4047
1974-12-01,191.2761
1975-01-01,191.5869
1975-02-01,190.3805
1975-03-01,188.1191
1975-04-01,187.4109
1975-05-01,186.0740
1975-06-01,184.6380
1975-07-01,183.6510
1975-08-01,182.9282
1975-09-01,182.8220
1975-10-01,182.7142
1975-11-01,182.6189
1975-12-01,183.3586
1976-01-01,182.6481
1976-02-01,182.0444
1976-03-01,179.4877
1976-04-01,177.4755
1976-05-01,178.4326
1976-06-01,179.1020
1976-07-01,179.1423
1976-08-01,179.7949
1976-09-01,181.1732
1976-10-01,182.4383
1976-11-01,183.9005
1976-12-01,185.2478
1977-01-01,185.7874
1977-02-01,187.4113
1977-03-01,189.1547
1977-04-01,190.2948
1977-05-01,191.7797
1977-06-01,193.5548
1977-07-01,195.1835
1977-08-01,197.4881
1977-09-01,198.9991
1977-10-01,201.2545
1977-11-01,202.9397
1977-12-01,204.6774
1978-01-01,207.2931
1978-02-01,210.2590
1978-03-01,213.6058
1978-04-01,216.9979
1978-05-01,220.4005
1978-06-01,223.4759
1978-07-01,226.2258
1978-08-01,228.3623
1978-09-01,230.5011
1978-10-01,232.9249
1978-11-01,235.8062
1978-12-01,237.2394
1979-01-01,239.7570
1979-02-01,243.8766
1979-03-01,247.8933
1979-04-01,253.7609
1979-05-01,258.7349
1979-06-01,263.4815
1979-07-01,267.8631
1979-08-01,270.6452
1979-09-01,274.3761
1979-10-01,276.1506
1979-11-01,277.2382
1979-12-01,279.7257
1980-01-01,281.8501
1980-02-01,285.6731
1980-03-01,289.3844
1980-04-01,290.6018
1980-05-01,287.8784
1980-06-01,287.0378
1980-07-01,288.0583
1980-08-01,291.4491
1980-09-01,294.7925
1980-10-01,299.9573
1980-11-01,307.3743
1980-12-01,312.0383
1981-01-01,312.4522
1981-02-01,313.1170
1981-03-01,314.3933
1981-04-01,318.5024
1981-05-01,324.0800
1981-06-01,328.1726
1981-07-01,331.8571
1981-08-01,336.5230
1981-09-01,338.1155
1981-10-01,341.1989
1981-11-01,345.5088
1981-12-01,350.3077
1982-01-01,354.8455
1982-02-01,360.7137
1982-03-01,363.9746
1982-04-01,371.0565
1982-05-01,375.9823
1982-06-01,380.5642
1982-07-01,384.0437
1982-08-01,385.8593
1982-09-01,391.0385
1982-10-01,392.3917
1982-11-01,391.9751
1982-12-01,392.0419
1983-01-01,393.1864
1983-02-01,393.3556
1983-03-01,393.8048
1983-04-01,392.4259
1983-05-01,391.4906
1983-06-01,393.8395
1983-07-01,397.7945
1983-08-01,401.5866
1983-09-01,402.5290
1983-10-01,405.7486
1983-11-01,409.6174
1983-12-01,413.9404
1984-01-01,415.6054
1984-02-01,423.5808
1984-03-01,430.9463
1984-04-01,437.8374
1984-05-01,446.3183
1984-06-01,450.9723
1984-07-01,455.8009
1984-08-01,458.7925
1984-09-01,461.9148
1984-10-01,466.3545
1984-11-01,470.9618
1984-12-01,473.3524
1985-01-01,472.9554
1985-02-01,475.5103
1985-03-01,480.1662
1985-04-01,479.0293
1985-05-01,480.7634
1985-06-01,482.2753
1985-07-01,487.0738
1985-08-01,489.8807
1985-09-01,494.4003
1985-10-01,493.2065
1985-11-01,497.0855
1985-12-01,498.913
1986-01-01,500.402
1986-02-01,500.8213
1986-03-01,505.3801
1986-04-01,507.6289
1986-05-01,507.915
1986-06-01,511.2108
1986-07-01,513.0229
1986-08-01,515.0815
1986-09-01,517.69
1986-10-01,517.5438
1986-11-01,523.8554
1986-12-01,539.2427
1987-01-01,548.7846
1987-02-01,546.9636
1987-03-01,548.33
1987-04-01,549.517
1987-05-01,551.5356
1987-06-01,554.5093
1987-07-01,553.435
1987-08-01,554.1055
1987-09-01,561.3173
1987-10-01,563.0683
1987-11-01,562.5116
1987-12-01,565.1506
1988-01-01,567.0728
1988-02-01,568.2592
1988-03-01,571.3814
1988-04-01,577.3868
1988-05-01,583.8101
1988-06-01,588.9866
1988-07-01,593.9404
1988-08-01,594.53
1988-09-01,595.4625
1988-10-01,599.0301
1988-11-01,601.0639
1988-12-01,604.6499
1989-01-01,606.2767
1989-02-01,617.0985
1989-03-01,616.4861
1989-04-01,619.0408
1989-05-01,624.2977
1989-06-01,624.2628
1989-07-01,631.012
1989-08-01,635.2465
1989-09-01,637.1702
1989-10-01,639.3488
1989-11-01,639.6847
1989-12-01,637.6136
1990-01-01,635.7513
1990-02-01,636.5333
1990-03-01,638.3617
1990-04-01,640.8468
1990-05-01,639.748
1990-06-01,641.5256
1990-07-01,639.9032
1990-08-01,640.3669
1990-09-01,639.4663
1990-10-01,637.5261
1990-11-01,639.1911
1990-12-01,641.5816
1991-01-01,636.1393
1991-02-01,635.9709
1991-03-01,635.2905
1991-04-01,631.2578
1991-05-01,627.7257
1991-06-01,626.3727
1991-07-01,623.2139
1991-08-01,618.3842
1991-09-01,620.5537
1991-10-01,620.9634
1991-11-01,618.4219
1991-12-01,618.3865
1992-01-01,613.6034
1992-02-01,609.7552
1992-03-01,607.378
1992-04-01,604.3826
1992-05-01,602.1923
1992-06-01,601.0555
1992-07-01,599.2603
1992-08-01,597.2617
1992-09-01,598.4086
1992-10-01,596.8512
1992-11-01,596.8943
1992-12-01,596.4952
1993-01-01,595.5013
1993-02-01,593.5352
1993-03-01,591.2711
1993-04-01,585.6328
1993-05-01,587.9659
1993-06-01,590.2314
1993-07-01,587.9064
1993-08-01,587.7151
1993-09-01,585.4285
1993-10-01,583.9102
1993-11-01,584.0116
1993-12-01,583.7006
1994-01-01,587.4533
1994-02-01,588.0675
1994-03-01,594.7906
1994-04-01,600.482
1994-05-01,604.7574
1994-06-01,609.0287
1994-07-01,616.5011
1994-08-01,622.1065
1994-09-01,624.9601
1994-10-01,631.5933
1994-11-01,638.3762
1994-12-01,643.8196
1995-01-01,654.3496
1995-02-01,666.5968
1995-03-01,673.5363
1995-04-01,677.5508
1995-05-01,686.1913
1995-06-01,690.6364
1995-07-01,698.5433
1995-08-01,702.8166
1995-09-01,706.0401
1995-10-01,706.3058
1995-11-01,712.602
1995-12-01,715.101
1996-01-01,721.8064
1996-02-01,724.1624
1996-03-01,727.3544
1996-04-01,732.0978
1996-05-01,736.4802
1996-06-01,741.4411
1996-07-01,745.0297
1996-08-01,747.8097
1996-09-01,758.5401
1996-10-01,765.9695
1996-11-01,772.0507
1996-12-01,778.6296
1997-01-01,782.3754
1997-02-01,789.1724
1997-03-01,795.6489
1997-04-01,803.9259
1997-05-01,809.3642
1997-06-01,813.4025
1997-07-01,816.5222
1997-08-01,822.4889
1997-09-01,829.9354
1997-10-01,833.904
1997-11-01,839.8929
1997-12-01,845.1077
1998-01-01,855.619
1998-02-01,862.3198
1998-03-01,866.1427
1998-04-01,864.4014
1998-05-01,876.0346
1998-06-01,891.1377
1998-07-01,897.6642
1998-08-01,903.9492
1998-09-01,912.37
1998-10-01,931.3388
1998-11-01,942.2447
1998-12-01,939.1835
1999-01-01,937.8281
1999-02-01,935.9157
1999-03-01,944.4636
1999-04-01,947.2554
1999-05-01,942.4213
1999-06-01,949.7795
1999-07-01,958.5182
1999-08-01,969.0891
1999-09-01,975.1578
1999-10-01,978.2401
1999-11-01,1000.2929
1999-12-01,1001.049
2000-01-01,1003.6327
2000-02-01,1016.5879
2000-03-01,1026.3008
2000-04-01,1035.2
2000-05-01,1052.0774
2000-06-01,1062.814
2000-07-01,1068.5859
2000-08-01,1071.6751
2000-09-01,1072.9321
2000-10-01,1077.9229
2000-11-01,1080.4672
2000-12-01,1085.2815
2001-01-01,1094.094
2001-02-01,1094.2947
2001-03-01,1092.0526
2001-04-01,1089.1756
2001-05-01,1084.1821
2001-06-01,1072.0719
2001-07-01,1063.9768
2001-08-01,1055.8506
2001-09-01,1059.2482
2001-10-01,1044.5531
2001-11-01,1034.0188
2001-12-01,1021.7983
2002-01-01,1012.1268
2002-02-01,1016.827
2002-03-01,1011.8697
2002-04-01,1000.2754
2002-05-01,990.9856
2002-06-01,984.1179
2002-07-01,976.6672
2002-08-01,972.462
2002-09-01,966.2924
2002-10-01,962.8162
2002-11-01,960.5241
2002-12-01,957.8306
2003-01-01,950.3755
2003-02-01,941.6423
2003-03-01,937.54
2003-04-01,935.1038
2003-05-01,924.0931
2003-06-01,917.4002
2003-07-01,921.4766
2003-08-01,909.6886
2003-09-01,899.8921
2003-10-01,886.9382
2003-11-01,881.7904
2003-12-01,883.6138
2004-01-01,876.4184
2004-02-01,874.578
2004-03-01,869.3982
2004-04-01,864.5074
2004-05-01,862.8686
2004-06-01,869.1784
2004-07-01,878.0782
2004-08-01,883.0326
2004-09-01,886.8249
2004-10-01,889.2947
2004-11-01,897.6319
2004-12-01,906.4231
2005-01-01,921.4741
2005-02-01,931.8712
2005-03-01,945.8578
2005-04-01,958.5723
2005-05-01,968.6685
2005-06-01,975.0906
2005-07-01,989.5712
2005-08-01,995.8821
2005-09-01,1000.9519
2005-10-01,1014.4711
2005-11-01,1022.6131
2005-12-01,1036.1708
2006-01-01,1048.8537
2006-02-01,1058.5098
2006-03-01,1068.7226
2006-04-01,1084.9874
2006-05-01,1103.2076
2006-06-01,1118.8054
2006-07-01,1130.5394
2006-08-01,1152.2971
2006-09-01,1151.2124
2006-10-01,1161.3249
2006-11-01,1169.981
2006-12-01,1182.5976
2007-01-01,1192.5042
2007-02-01,1205.107
2007-03-01,1215.8211
2007-04-01,1226.4713
2007-05-01,1244.4636
2007-06-01,1263.8716
2007-07-01,1281.6461
2007-08-01,1307.6494
2007-09-01,1350.0489
2007-10-01,1374.7984
2007-11-01,1393.7223
2007-12-01,1417.714
2008-01-01,1441.0683
2008-02-01,1449.1852
2008-03-01,1470.7794
2008-04-01,1490.0786
2008-05-01,1491.1729
2008-06-01,1498.2093
2008-07-01,1512.0212
2008-08-01,1513.7113
2008-09-01,1530.9441
2008-10-01,1586.5386
2008-11-01,1575.5589
2008-12-01,1558.8197
2009-01-01,1544.8884
2009-02-01,1532.7583
2009-03-01,1511.3268
2009-04-01,1491.5976
2009-05-01,1469.3793
2009-06-01,1436.2865
2009-07-01,1395.3137
2009-08-01,1363.5273
2009-09-01,1337.6999
2009-10-01,1307.8445
2009-11-01,1290.1174
2009-12-01,1265.2664
2010-01-01,1238.7269
2010-02-01,1223.6145
2010-03-01,1210.116
2010-04-01,1207.4763
2010-05-01,1196.7198
2010-06-01,1190.1019
2010-07-01,1188.9424
2010-08-01,1187.8411
2010-09-01,1185.9536
2010-10-01,1184.9042
2010-11-01,1187.0883
2010-12-01,1192.4544
2011-01-01,1196.0395
2011-02-01,1199.7777
2011-03-01,1206.9258
2011-04-01,1214.8129
2011-05-01,1228.9047
2011-06-01,1233.6051
2011-07-01,1244.2791
2011-08-01,1263.3391
2011-09-01,1269.7254
2011-10-01,1280.087
2011-11-01,1292.885
2011-12-01,1303.8461
2012-01-01,1321.3351
2012-02-01,1344.4506
2012-03-01,1351.0649
2012-04-01,1368.4692
2012-05-01,1378.9099
2012-06-01,1397.9694
2012-07-01,1413.7062
2012-08-01,1425.8603
2012-09-01,1434.3848
2012-10-01,1449.236
2012-11-01,1457.2492
2012-12-01,1474.4952
2013-01-01,1484.9719
2013-02-01,1491.4968
2013-03-01,1499.9293
2013-04-01,1507.2717
2013-05-01,1510.3513
2013-06-01,1521.8073
2013-07-01,1531.8474
2013-08-01,1533.3723
2013-09-01,1539.9217
2013-10-01,1549.1465
2013-11-01,1558.494
2013-12-01,1574.3372
2014-01-01,1586.6217
2014-02-01,1619.8687
2014-03-01,1634.23
2014-04-01,1651.0168
2014-05-01,1663.7002
2014-06-01,1676.9407
2014-07-01,1694.979
2014-08-01,1712.2083
2014-09-01,1725.4866
2014-10-01,1729.6508
2014-11-01,1751.3694
2014-12-01,1773.3445
2015-01-01,1791.2947
2015-02-01,1807.8646
2015-03-01,1834.4825
2015-04-01,1847.9465
2015-05-01,1863.7503
2015-06-01,1880.6752
2015-07-01,1890.053
2015-08-01,1904.204
2015-09-01,1914.847
2015-10-01,1927.7815
2015-11-01,1945.7834
2015-12-01,1952.8852
2016-01-01,1963.2389
2016-02-01,1986.6858
2016-03-01,2018.708
2016-04-01,2034.1273
2016-05-01,2049.1419
2016-06-01,2052.316
2016-07-01,2059.2088
2016-08-01,2053.0085
2016-09-01,2069.2568
2016-10-01,2081.6493
2016-11-01,2088.1788
2016-12-01,2082.7886
2017-01-01,2080.5398
2017-02-01,2081.1129
2017-03-01,2065.8543
2017-04-01,2069.9082
2017-05-01,2074.4985
2017-06-01,2076.5342
2017-07-01,2079.9233
2017-08-01,2088.3091
2017-09-01,2102.5978
2017-10-01,2106.7211
2017-11-01,2103.9112
2017-12-01,2102.8654
2018-01-01,2106.1766
2018-02-01,2109.3436
2018-03-01,2124.2163
2018-04-01,2171.4354
2018-05-01,2177.3723
2018-06-01,2195.6049
2018-07-01,2210.1171
2018-08-01,2214.6766
2018-09-01,2223.1012
2018-10-01,2238.2661
2018-11-01,2266.9087
2018-12-01,2298.595
2019-01-01,2320.33
2019-02-01,2328.8848
2019-03-01,2341.946
2019-04-01,2341.8409
2019-05-01,2344.0575
2019-06-01,2350.2424
2019-07-01,2357.2524
2019-08-01,2370.298
2019-09-01,2363.0533
2019-10-01,2356.5857
2019-11-01,2362.6931
2019-12-01,2355.7608
2020-01-01,2353.1669
2020-02-01,2358.1553
